Link,Location,Title,Company,Description
https://www.naukri.com/job-listings-data-scientist-new-era-india-bengaluru-bangalore-17-to-23-years-110919900759?src=jobsearchDesk&sid=15940319790933603&xp=12&px=2,Bengaluru,Data Scientist,New Era India,"Job descriptionData Scientist - Machine Learning Algorithms/Java/Big DataRole and Responsibility : - Leading development of machine learning models/predictive analytics techniques leveraging both repeatable patterns in data and discovering new that reduce cost, increase performance, reliability and or endurance in semiconductor products. - Working through the full flow of very challenging data problems anywhere from data cleaning, to building a concept of the model to extracting the right features and testing the model to drive better decision making through various data and statistical modeling techniques, algorithm development involving real-world noisy data. - Ability to quickly understand challenging business problems, find patterns and insights within structured and unstructured data. - Data analysis, predictions, discovery, distilling complex science down to digestible insight, unlocking repeatable patterns that can be actionable foresight. - Ability to access, analyze and transform large product lifecycle and process data in the semiconductor/fab manufacturing industry. - Ability to think critically about the relationships of different metrics measured and process steps to land the right features for a given model - Challenge current best thinking, test theories, evaluate feature concepts and iterate rapidly owning the deliverables and managing the priorities/timelines - Prototype creative solutions quickly, and be able to lead others in crafting and implementing superior technical vision. Required Candidate profileSkills : - Solid fundamentals, knowledge of machine learning algorithms, classification, clustering, regression, Bayesian modeling, probability theory, algorithm design and theory of computation, linear algebra, partial differential equations, Bayesian statistics, and information retrieval. - Possesses strong combination of theoretical knowledge and hands-on experience in data mining, feature selection, dimensionality reduction, statistical techniques, regression analysis, machine learning algorithms and failure prediction - Experience with advanced data mining, predictive modeling algorithms, developing data models, reinforced, supervised and unsupervised learning methods such as SVMs, linear classifiers, Markov models, Bayesian networks and clustering techniques strong plus - Experience and expertise in machine learning tools and technologies, with industrial scale developing in languages like Python, Perl. - Experience/proficiency in at least one compiled/object oriented programming language e.g. Java/C++. - Experience with big data technologies such as Hadoop, MapReduce, Mahout, Hive, Pig etc. and parallelization tools in enterprise Big Data Platform stack, technologies and ecosystem is a strong plus - Experience in natural language processing techniques and text analytics is a strong plus - Highly motivated, team player with an entrepreneurial spirit and strong communication and collaboration skills, - Self-starter with willingness to learn, master new technologies and clearly communicate results to technical and non-technical audience. Experience : - 20 years of industry experience working with applied Data Science problems translating to business ROI, with well-known companies and experience with petabyte scale big data. Educational Qualification : - Advanced degree, Masters or PH.D in Computer Science, Statistics, Applied Math, Engineering with specialization and emphasis in Machine Learning or Cognitive Neurosciences.RoleData Analyst,Industry TypeIT-Software, Software Services,Functional AreaAnalytics & Business Intelligence,Employment TypeFull Time, PermanentRole CategoryAnalytics & BIEducationUG :B.Tech/B.E. in Computers, B.Sc in Maths, Computers, StatisticsPG :M.Tech in Computers, MS/M.Sc(Science) in Computers, Statistics, MathsDoctorate :Ph.D in Statistics, Commerce, Computers, MathsKey SkillsJavaData ScientistOOPSData ManagementBig DataData MiningPhDAlgorithmCTOPython"
https://www.naukri.com/job-listings-senior-data-scientist-machine-learning-regression-algorithms-confidential-bengaluru-bangalore-6-to-10-years-120520904474?src=jobsearchDesk&sid=15940319790933603&xp=13&px=2,Bengaluru,Senior Data Scientist - Machine Learning & Regression Algorithms,Confidential,"Job description                                  Need  Power BI & Python (as mandatory skills) Job  location :Bangalore (For time being work from home option available) Only  immediate joiners (No 30, 60 90 days notice )Job Title : Sr. Analytics Consultant Experience required : 6-8 years Job Summary : We are looking for a Sr Analytics Consultant with good hands-on exposure to Data Science algorithms and experience in independently handling senior client conversations Job Responsibilities and Requirements :- 6-8 years of real-world experience working as a Data Scientist/Analytics Consultant. - Hands-on experience in statistical modeling software such as R, Python along with data visualization tools like Tableau/Power BI. - Good understanding of statistical and predictive modeling concepts. - Prior experience in managing/handling a team is preferred. - Excellent analytical thinking, and problem-solving skills. - In-depth understanding of advanced ML techniques and algorithms like regression, clustering, decision trees, Neural Networks, Gradient descent, SVM, etc. - Experience in project management and handling client communications. This is a must requirement. This is a senior-level role and would require detailed discussions with the client leadership team to identify opportunities. - Excellent communication (written/verbal) skills, including logically structuring and delivering presentations. Ability to understand the client's business thoroughly and act as a business consultant is a must. - Open to learning new methods/techniques in the ever-changing world of analytics. High aptitude to learn quickly, assimilate to new teams and projects, and work well under pressure with appropriate attention to detail. - Typical responsibilities include establishing very strong connections within the client organization and building the XXX brand within the same. - An ideal candidate would need to have good analytics knowledge along with excellent communication and client management skills to be able to identify and execute new project opportunities from the client. This is a farming role. - The primary responsibility would XXX is a startup and our work environment is very conducive to trying and testing out a variety of new things.- A high degree of passion, commitment to our customers- priorities and willingness to learn new things on the go are some of the qualities that will help individuals succeed at XXX. RoleData Analyst,Industry TypeIT-Software, Software Services,Functional AreaAnalytics & Business Intelligence,Employment TypeFull Time, PermanentRole CategoryAnalytics & BIEducationUG :BCA in Computers, B.Tech/B.E. in Computers, B.Sc in ComputersPG :MS/M.Sc(Science) in Computers, M.Tech in Computers, MCA in ComputersDoctorate :Doctorate Not RequiredKey SkillsData SciencePredictive ModelingRegression AlgorithmsRPower BIData ScientistStatistical ModelingData VisualizationTableauMachine LearningPython"
https://www.naukri.com/job-listings-data-scientist-machine-learning-ecommerce-internet-phd-buzzhire-delhi-ncr-bengaluru-bangalore-3-to-8-years-030420902321?src=jobsearchDesk&sid=15940319790933603&xp=14&px=2,"Delhi NCR, Bengaluru",Data Scientist - Machine Learning - Ecommerce/ Internet - PhD,BuzzHire,"Job descriptionWe are looking for Data Scientist for top & starts up e-commerce and internet companies. Please find the Job description Below ; Required ; - B.Tech/ M.Tech/ PhD from a reputed institution. Masters/ PhD is preferred - 3-8 years of relevant experience applying machine learning, statistics, text mining, social network analysis, information retrieval, information extraction, AI, deep learning, etc - Strong depth and breadth of knowledge in different areas of data mining as well as reasonable programming and design skills to manipulate Big Data and build prototypes that work on massive datasets - Work experience in an Internet company preferred - Strong programming experience in at least one of the programming languages such as - Python, C/C++, Java, Scala - Experience in using tools such as Scikit-Learn, Spark MLlib, R, Weka, GATE, Cluto, Solr. / Lucene, ML-Pack, Vowpal Wabbit, LibSVM, Mallet etc - Peer-reviewed publications at top international conferences/ journals in fields related to data mining, knowledge discovery and machine learning is a plus - Experience in handling big data technologies such as Hadoop/ MapReduce, Spark, HBase, Cassandra, Storm, Hive, Pig, etc. is a plus - Exceptional problem-solving skills and strong business/ product thinking Roles & Responsibilities: - You create intelligent and highly relevant experiences in our products that wow our users - You analyse peta-scale data to train ML models and evaluate them with the right metrics - You work with engineers to create ML pipelines that process and mine massive scale data - You partner with product managers to make data-driven decisions and help solve the right problems for our usersRoleData Analyst,Industry TypeInternet, Ecommerce,Functional AreaAnalytics & Business Intelligence,Employment TypeFull Time, PermanentRole CategoryAnalytics & BIEducationUG :B.Tech/B.E. in ComputersPG :M.Tech in ComputersDoctorate :Ph.D in ComputersKey SkillsData ScienceData ScientistArtificial IntelligenceData ManagementBig DataData MiningMachine LearningPhDStatisticsPython"
https://www.naukri.com/job-listings-data-scientist-telecom-iim-iit-bits-nit-fms-mdi-change-leaders-bengaluru-bangalore-4-to-8-years-160520902108?src=jobsearchDesk&sid=15940319790933603&xp=15&px=2,Bengaluru,Data Scientist - Telecom - Iim/iit/bits /nit/fms/mdi,Change Leaders,"Job description- This role is positioned at the intersection of business and technology skill-sets for an individual looking for techno-managerial role in a vibrant work environment. - The person in this role will lead teams from multiple sub-groups managing operations, client communications, teams, business development initiatives, and analytical solutioning. In this role, the Manager will need to evaluate team members on their performance, troubleshoot typical analytical problems with the team, do hands-on deliveries and coding when team gets struck, and even back-fill for missing team-members during their long leaves or transitions. The person who will justify this role should be able to ramp-up fast on business and technology aspects, very articulate, innovative and should have a structured approach towards problem solving. Hands-on work- coding, dashboarding, business presentations, analytical modelling should be regularly expected based on business requirements. On the personal front, the person should be highly self-motivated, hard-working, articulate, passionate towards new solution building and able to lead, motivate, drive and at the same time handle multiple teams across subgroups and work with multiple stakeholders across legal, finance, pricing, marketing, and sales teams. Educational Criteria: - Masters in Statistics/Mathematics/Economics/Econometrics from Tier 1 institutions Or Bachelor of Engineering or MBA from Tier 1 institutions - Preferred Job Description: - The ideal candidate would be adept at understanding customer's business challenges and define appropriate analytics approach to design solution - Candidate should be able to think from first principles to define & evangelize solutions for any business problem - This is a hands-on role and will be required to manage day to day delivery activities and guide the team in executing analytics projects by analysing large volume of data - Ideal candidate should have hands on experience on SQL, hyve, Tableau/Qlik-view/Power BI dashboard development, Statistical modelling, Machine Learning tools - R, python, Azure ML etc. - He / She would also be responsible for creating Business & technical presentations, reports etc. to present the analysis findings to the end clients and for business development - This role requires excellent communication skills. Additionally, should also possess the ability to confidently socialize business recommendations and enable customer organization to execute such recommendations. - Technical Experience: (not all technical exposures are expected from one individual) - Hands on experience in developing models (end to end) - Multiple linear regression, Logistic regression, ARIMA/ARIMAX - Clustering, Decision Tree, Random Forest, Support Vector Machine, Na- ve Bayes, GBM - Tools: R, Python, SQL, SAS, hyve, spark, big data, Experience processing large amount of data using BigData technologies is preferred, Advanced knowledge of Excel and VBA, Knowledge of any of the visualization tools like Tableau, Spotfire, QlikView, R Shiny, Power BI etc. is a plus RoleData Analyst,Industry TypeTelcom, ISP,Functional AreaAnalytics & Business Intelligence,Employment TypeFull Time, PermanentRole CategoryAnalytics & BIEducationUG :B.Tech/B.E. in Any SpecializationPG :MBA/PGDM in Any SpecializationDoctorate :Doctorate Not RequiredKey SkillsData ScienceBusiness IntelligenceSASData ScientistData ManagementTableauData AnalyticsStatisticsAnalyticsSQLPython"
https://www.naukri.com/job-listings-data-scientist-bigshyft-hiring-for-mobile-programming-llc-bengaluru-bangalore-4-to-6-years-190620900352?src=jobsearchDesk&sid=15940319790933603&xp=16&px=2,Bengaluru,Data Scientist,Bigshyft Hiring for Mobile Programming LLC,"Job descriptionWhat You'll Do:Design the architecture and the analytics pipelines while taking into account appropriate time frames and costs.Mentors the team and reviews the models created by themMine and analyze data from various data sourcesDevelop custom data models and algorithms to apply to data setsDefine a strategy to develop predictive modeling and anomaly detection solutionsContribute the technical road mapping for the teamCoordinate with different functional teams to implement models, processes, monitoring of data accuracy & outcomesWhat Makes You A Great Fit:Deep understanding and minimum 4+ years of hands-on experience in developing models using Artificial Intelligence, Machine Learning and Deep Learning related technologies (such as Keras, TensorFlow, pyTorch, Azure ML, AWS ML, Scikit, Jupyter etc.)Developed & Proficient in algorithms on regression modelling (linear/logistic), supervised and unsupervised classification, tree-based techniques (Decision trees /Random forest), neural nets etc.Strong hold of concepts in StatisticsStrong programming skills in R or PythonWorking knowledge with NoSQL databases like MongoDB, PostgreSQL or Cassandra and Big Data technologies like Spark running huge volumes of data.Perks and Benefits Option to 'work from home' Health care benefitsRoleSoftware Developer,Industry TypeInternet, Ecommerce,Functional AreaIT Software - Application Programming, Maintenance,Employment TypeFull Time, PermanentRole CategoryProgramming & DesignEducationUG :B.Tech/B.E. in ComputersPG :Post Graduation Not Required, Any Postgraduate in Any SpecializationDoctorate :Doctorate Not Required, Any Doctorate in Any SpecializationKey SkillsRAlgorithmsMongoDBStatistical ModellingPython"
https://www.naukri.com/job-listings-senior-data-scientist-build-data-models-solutions-bangalore-chennai-2coms-consulting-pvt-ltd-chennai-bengaluru-bangalore-6-to-11-years-290620002999?src=jobsearchDesk&sid=15940319790933603&xp=17&px=2,"Chennai, Bengaluru",Senior Data Scientist(Build Data Models/Solutions) -Bangalore/Chennai,2Coms Consulting Pvt Ltd.,"Job descriptionDear Candidate,Job Opening - Senior Data Scientist (Building Data Models / Solutions)Location - Chennai / BangaloreExperience - Minimum 5yrs of relevant experience in building data models Role Description - Role involves a combination ofhands on contribution, customer engagement and technical team management. Lead data science aspects of client engagements on their own end to end, effortlessly switching between roles of an Individual Contributor, team member and data science manager as demanded by each project Work closely with project team, Customer stakeholders and internal Business Units in devising creative analytical approaches to solve business problems  Developing and enhancing algorithms and models to solve business problem Maintaining all models along with developing and updating code and process documentation Demonstrated analytic, quantitative, and programming skills - Proficiency in a structured programming language is a must knowledge of one of statistical/general purpose scripting languages software such as R, python is mandatory. - Strong SQL, Microsoft Excel, PowerPoint skills  Experience in designing data science solution approaches to unstructured problems, conducting quantitative analyses and interpreting results - Excellent written and verbal communication skills - Organized, structured and reliable while being an effective problem solver - Proficiency in data science approaches, machine learning algorithms and statistical methods.If interested please share your resume at rafikhunnisa.s@2coms.com or call me at 8420577308    RoleOther,Industry TypeKPO, Research, Analytics,Functional AreaOther,Employment TypeFull Time, PermanentRole CategoryOtherEducationUG :Any Graduate in Any Specialization, Graduation Not RequiredPG :Post Graduation Not Required, Any Postgraduate in Any SpecializationDoctorate :Doctorate Not Required, Any Doctorate in Any SpecializationKey SkillsMachine LearningCodeData ScienceRData ModelNLPAlgorithmsCodingNeural Language programningImage ProcessingStatistical ModelingBuilding ModelsPythonML"
https://www.naukri.com/job-listings-data-scientist-bigshyft-hiring-for-econolytics-bengaluru-bangalore-2-to-5-years-020720900304?src=jobsearchDesk&sid=15940319790933603&xp=18&px=2,Bengaluru,Data Scientist,Bigshyft Hiring for Econolytics,"Job descriptionWhat makes you a great fit:Experience in Statistical Analysis and Machine learning.Thorough understanding in statistics, causation and association, regression and classification models, predictive and prescriptive analytics, and stochastic process.Hands-on experience in Python, R, PySpark, Keras, Tensorflow, and APIs.Experience working in cloud computing AWS services (S3, Redshift, Aurora) or GCP.Experience working in the end-to-end data science life cycle from ideation to deployment and monitoring.Experience with data warehousing, data architecture, ETL data pipeline, and/or data engineering environments at an enterprise scale.Knowledge in extracting data from RDBMS, NoSQL by writing queries.Experience in eCommerce, retail, or CPG industry is a plus.Experience in building chatbots and natural language processing is a plus.RoleSoftware Developer,Industry TypeInternet, Ecommerce,Functional AreaIT Software - Application Programming, Maintenance,Employment TypeFull Time, PermanentRole CategoryProgramming & DesignEducationUG :B.Tech/B.E. in Any SpecializationPG :Post Graduation Not Required, Any Postgraduate in Any SpecializationDoctorate :Doctorate Not Required, Any Doctorate in Any SpecializationKey SkillsRData WarehousingMachine Learning MLStatistical ModellingPython"
https://www.naukri.com/job-listings-data-scientist-bigshyft-hiring-for-embibe-bengaluru-bangalore-3-to-6-years-190520900296?src=jobsearchDesk&sid=15940319790933603&xp=19&px=2,Bengaluru,Data Scientist,Bigshyft Hiring for Embibe,"Job descriptionWhat You'll Do:Develop state-of-the-art NLP algorithms, datasets and assetsUse data to create, curate and enrich Embibe's knowledge graph, build systems for the evaluation of free form subjective questions, and personalise content for learners using adequate data and intelligenceWork with leaders in the Academic and Content teams to add to enhance Embibe's tagging taxonomy to deliver best-in-class learning outcomes, and integrate third party customer and user generated content for alignment with enterprise level taxonomyInfluence and shape the NLP capability roadmap and in-house competencies of the team, while publishing high impact articles in top tier peer reviewed conferences and journals, and enhancing Embibe's patent portfolioWhat Makes You A Great Fit:Fluency in Python (pandas, numpy, scikit etc) or another scripting languageExperience with R, Matlab, or other statistical toolsExperience applying natural language processing, data mining, or machine learning to solve real-world problems on massive data setsExperience with deep learning frameworks like PyTorch, Tensorflow, Keras, etcStrong understanding of statistics, algebra, probability and mathematical optimisation.Patents and/or technical publications are a big plusPerks and Benefits Flexible work hours Health care benefitsRoleSoftware Developer,Industry TypeInternet, Ecommerce,Functional AreaIT Software - Application Programming, Maintenance,Employment TypeFull Time, PermanentRole CategoryProgramming & DesignEducationUG :B.Tech/B.E. in ComputersPG :Post Graduation Not Required, Any Postgraduate in Any SpecializationDoctorate :Doctorate Not Required, Any Doctorate in Any SpecializationKey SkillsNLP - Natural Language ProcessingRStatistical ModellingMATLABPython"
https://www.naukri.com/job-listings-sr-data-scientist-machine-learning-expert-bidgely-technologies-private-limited-bengaluru-bangalore-4-to-6-years-030720500731?src=jobsearchDesk&sid=15940319790933603&xp=20&px=2,Bengaluru,Sr. Data Scientist / Machine learning Expert,Bidgely Technologies Private Limited,"Job description  Position    Bidgely is looking for extraordinary and dynamic Data Scientists to be part of its core team in Bangalore. You must have delivered advanced statistical and machine learning models as part of commercial products and created substantial intellectual property with business impact. You must enjoy working with large data and finding interesting patterns in the data through analytics experiments in a methodical and data driven scientific way. Be part of a highly energetic and innovative team that believes nothing is impossible with some creativity and hard work.    Responsibilities    Research and develop advanced statistical and machine learning models for analysis of large-scale, high-dimensional data.   Dig deeper into data, understand characteristics of data, evaluate alternate models and validate hypothesis through theoretical and empirical approaches.   Productize proven or working models into production quality code.   Collaborate with product management, marketing and engineering teams in Business Units to elicit & understand their requirements & challenges and develop potential solutions   Stay current with latest research and technology ideas; share knowledge by clearly articulating results and ideas to key decision makers.   File patents for innovative solutions that add to company s IP portfolio    Requirements    4 to 6 years of strong experience in data mining, machine learning and statistical analysis.   BS/MS/PhD in Computer Science, Statistics, Applied Math, or related areas from Premier institutes ( only IITs / IISc / BITS / Top NITs or top US university should )   Experience in productizing models to code in fast paced start-up environment.   Fluency in analytical tools such as Matlab, R, Weka etc.   Strong intuition for data and Keen aptitude on large scale data analysis   Strong communication and collaboration skills.  RoleSoftware Developer,Industry TypeKPO, Research, Analytics,Functional AreaIT Software - Application Programming, Maintenance,Employment TypeFull Time, PermanentRole CategoryProgramming & DesignEducationUG :Any Graduate in Any SpecializationPG :Post Graduation Not RequiredKey SkillsProduct managementComputer scienceData analysisStatistical analysisAnalyticalMachine learningIntellectual propertyData miningMATLABAnalytics"
https://www.naukri.com/job-listings-opening-for-senior-data-scientist-with-5yrs-to-12yrs-of-experience-black-and-white-business-solutions-pvt-ltd-bengaluru-bangalore-5-to-10-years-010620004118?src=jobsearchDesk&sid=15940320118275702&xp=1&px=3,Bengaluru,Job Opening For Senior Data Scientist With 5yrs To 12yrs of Experience,Black and White Business Solutions Pvt Ltd,"Job description    	 	 	 	   - Utilize an advanced knowledge level of the Data Science Toolbox to participate in the entire Data Science Project Lifecycle and execute end-to-end Data Science Projects  - Work end-to-end on Data Science developments, contributing to all aspects of the project lifecycle  - Understand difficult business problems and prototype solutions  - Analyze and link complex datasets so that they may be learned from or optimized  - Scientifically analyze and evaluate the effectiveness of different approaches to guide future development and track the value created by the team  - Build mathematical models on top of big data architectures to gain deep insights into opportunities to improve the customer experience and the Tesco business  - Partner with technology teams to productionize developments  - Communicate complex solutions in a clear, understandable way to non-experts  - Promote data science across Tesco, and promote Tesco across the external Data Science community Behaviors  - Have excellent written and verbal communication skills and clearly articulate your ideas.  - Learn new areas/disciplines quickly.  - Are a team player and work collaboratively with other members of the team.  - Seek help and guidance when appropriate.  - Are self-organized and can plan your work in line with the team plan and priorities.  - Take an active part in the Data Science community building and knowledge sharing with peers.  - Demonstrate empathy and listening skills to understand the needs of your stakeholders and customers and strong persuasion skills to influence others.  - Encourage collaboration and communication between teams.  - Keep up-to-date with data trends and developments, showing a strong interest and commitment to Tesco, your work and Data Science  - Have great presentation skills and can present your ideas/ thoughts/plans with clarity and confidence.  - Demonstrate ownership, responsiveness and commitment towards your work.  - Demonstrate strong, data-based decision-making skills, especially when multiple trade-offs are involved, and fast decision-making is required.  - Have great coaching skills and mentor junior colleagues and peers in your team.  - Confidently and competently represent the team when needed.  - Collaborate with external suppliers and solution providers.  - Use the Tesco leadership skills to encourage and get the best out of the people you work with.  - Customer, Commercial & Critical Thinking  - Have an analytical thought process and ability to process complex information.  - Understand key user personas, customers and stakeholders for your project and their pain points really well.  - Keep customers as focus of analysis, insight and recommendation.  - Help define business objectives/customer needs by capturing the right requirements from the right customers.  - Can take defined problems and identify resolution paths and opportunities to solve them; which you validate by defining hypotheses, and driving experiments  - Understand the commercial impact of your recommendations and insight  - Can identify unstructured problems and articulate opportunities to form new analytics project ideas  - Functional (e.g. quantitative techniques)  - Contribute to all aspects of the Data Science project lifecycle  - Understand and monitor data quality to improve confidence in the data used for analysis  - Use and understand the key performance indicators (KPIs) and diagnostics to measure performance against business goals  - Compile, integrate, and analyze data from multiple sources to identify trends, expose new opportunities, and answer ongoing business questions  - Execute hypothesis-driven analysis to address business questions, issues, and opportunities  - Build, validate and manage advanced models (e.g. explanatory, predictive) using statistical and/or other analytical methods  - Are familiar working within Agile Project Management methodologies / structures  - Analyze results using statistical methods and work with senior team members to make recommendations to improve customer experience and business results  - Have the ability to conceptualize, formulate, prototype and implement algorithms to capture customer behavior and solve business problems  - Analyze results using statistical methods to make recommendations to improve customer experience and business results  - Skilled at managing, processing and optimizing performance and reliability of automated data streams and analytical workflows  - Domain  - Have an advanced knowledge level of the Data Science Toolbox  - Are familiar with configuring Data Science analytics environments (technology, software etc)  - Understanding of ETL principles (Data munging, joins etc)  - Are familiar with using Hadoop / Big Data environments and common Data Science toolkitsRoleData Analyst,Industry TypeIT-Software, Software Services,Functional AreaAnalytics & Business Intelligence,Employment TypeFull Time, PermanentRole CategoryAnalytics & BIEducationUG :Graduation Not Required, Any Graduate in Any SpecializationPG :Post Graduation Not Required, Any Postgraduate in Any SpecializationDoctorate :Doctorate Not Required, Any Doctorate in Any SpecializationKey SkillsKnowledge SharingScalaBig DataClarityAnalyticsDeep LearningData ScienceAgile Project ManagementData QualityRExecutionNLPCustomer ExperienceData Structures and AlgorithmsMonitoringPythonML"
https://www.naukri.com/job-listings-senior-data-scientist-deep-machine-learning-myapps-bengaluru-bangalore-6-to-10-years-060320904084?src=jobsearchDesk&sid=15940320118275702&xp=2&px=3,Bengaluru,Senior Data Scientist - Deep & Machine Learning,myApps,"Job description   Job Description :    We are looking for Data Scientist with following skills    Key Problem Areas :    - Build models for creating, maintaining and using ontologies and knowledge bases consisting of semantic relationships.   - Build models that use human(intelligence)-in-the-loop approaches for mining underlying semantics in the data.   - Clustering & Classification of various entities in the retail vertical.   - Data normalization, Attribute type/ attribute value prediction.   - Build image & text analytics modules to achieve the above.    Roles and Responsibilities :   - Provide technical leadership in the areas of machine learning and data sciences in building the various components of the semantics layer.   - Be responsible for driving the design and development lifecycle.   - Be responsible for the design-related and algorithmic innovations.   - Act as an individual contributor.    Desired Experience :       - 6+ yrs with a masters degree in computer science (PhD preferred)   Experience In : Natural language processing (NLP), text mining, computer vision, deep learning, information extraction   If your skill matches with above requirement, do forward your resume with following details.   CCTC : ECTC : NP :    RoleData Analyst,Industry TypeIT-Software, Software Services,Functional AreaAnalytics & Business Intelligence,Employment TypeFull Time, PermanentRole CategoryAnalytics & BIEducationUG :B.Sc in Computers, BCA in Computers, B.Tech/B.E. in ComputersPG :MS/M.Sc(Science) in Computers, M.Tech in Computers, MCA in ComputersDoctorate :Ph.D in ComputersKey SkillsData ScienceNLPData ScientistComputer VisionMachine LearningAlgorithmDeep Learning"
https://www.naukri.com/job-listings-data-scientist-new-era-india-bengaluru-bangalore-17-to-23-years-110919900759?src=jobsearchDesk&sid=15940320118275702&xp=3&px=3,Bengaluru,Data Scientist,New Era India,"Job descriptionData Scientist - Machine Learning Algorithms/Java/Big DataRole and Responsibility : - Leading development of machine learning models/predictive analytics techniques leveraging both repeatable patterns in data and discovering new that reduce cost, increase performance, reliability and or endurance in semiconductor products. - Working through the full flow of very challenging data problems anywhere from data cleaning, to building a concept of the model to extracting the right features and testing the model to drive better decision making through various data and statistical modeling techniques, algorithm development involving real-world noisy data. - Ability to quickly understand challenging business problems, find patterns and insights within structured and unstructured data. - Data analysis, predictions, discovery, distilling complex science down to digestible insight, unlocking repeatable patterns that can be actionable foresight. - Ability to access, analyze and transform large product lifecycle and process data in the semiconductor/fab manufacturing industry. - Ability to think critically about the relationships of different metrics measured and process steps to land the right features for a given model - Challenge current best thinking, test theories, evaluate feature concepts and iterate rapidly owning the deliverables and managing the priorities/timelines - Prototype creative solutions quickly, and be able to lead others in crafting and implementing superior technical vision. Required Candidate profileSkills : - Solid fundamentals, knowledge of machine learning algorithms, classification, clustering, regression, Bayesian modeling, probability theory, algorithm design and theory of computation, linear algebra, partial differential equations, Bayesian statistics, and information retrieval. - Possesses strong combination of theoretical knowledge and hands-on experience in data mining, feature selection, dimensionality reduction, statistical techniques, regression analysis, machine learning algorithms and failure prediction - Experience with advanced data mining, predictive modeling algorithms, developing data models, reinforced, supervised and unsupervised learning methods such as SVMs, linear classifiers, Markov models, Bayesian networks and clustering techniques strong plus - Experience and expertise in machine learning tools and technologies, with industrial scale developing in languages like Python, Perl. - Experience/proficiency in at least one compiled/object oriented programming language e.g. Java/C++. - Experience with big data technologies such as Hadoop, MapReduce, Mahout, Hive, Pig etc. and parallelization tools in enterprise Big Data Platform stack, technologies and ecosystem is a strong plus - Experience in natural language processing techniques and text analytics is a strong plus - Highly motivated, team player with an entrepreneurial spirit and strong communication and collaboration skills, - Self-starter with willingness to learn, master new technologies and clearly communicate results to technical and non-technical audience. Experience : - 20 years of industry experience working with applied Data Science problems translating to business ROI, with well-known companies and experience with petabyte scale big data. Educational Qualification : - Advanced degree, Masters or PH.D in Computer Science, Statistics, Applied Math, Engineering with specialization and emphasis in Machine Learning or Cognitive Neurosciences.RoleData Analyst,Industry TypeIT-Software, Software Services,Functional AreaAnalytics & Business Intelligence,Employment TypeFull Time, PermanentRole CategoryAnalytics & BIEducationUG :B.Tech/B.E. in Computers, B.Sc in Maths, Computers, StatisticsPG :M.Tech in Computers, MS/M.Sc(Science) in Computers, Statistics, MathsDoctorate :Ph.D in Statistics, Commerce, Computers, MathsKey SkillsJavaData ScientistOOPSData ManagementBig DataData MiningPhDAlgorithmCTOPython"
https://www.naukri.com/job-listings-assistant-manager-manager-data-scientist-python-machine-learning-huquo-consulting-pvt-ltd-bengaluru-bangalore-3-to-8-years-050919905232?src=jobsearchDesk&sid=15940320118275702&xp=4&px=3,Bengaluru,Assistant Manager/ Manager/ Data Scientist - Python/ Machine Learning,Huquo Consulting Pvt. Ltd,"Job descriptionAssistant Manager/ Manager/ Data Scientist - Python/ Machine Learning/ Predictive Modeling - Research/ Analytics- Lead and participate in knowledge sharing and contribute to the overall growth of the collective knowledge of AI and ML - Experience in Data wrangling/Feature Engineering - Experience in machine learning algorithm development - Prediction models like Client churn prediction - Excellent familiarity with ML techniques (standard, deep learning etc). - Very familiar with cloud platforms and different offerings (Amazon, MSFT, Google, IBM) - Familiarity with Languages - Python (primary), Sklearn/Pandas/Numpy, Deep Learning (Tensorflow, Keras etc.), NLP(StanfordNLP, Open NLP, Gensim, Spacy) - Ability to hack - e.g. Quickly bring up a webserver and wrap ML models in REST APIs. - Good communication and documentation skills EXPECTED EDUCATION/ TOOL EXPERIENCE : - Extensive experience using Python (3-8 years) to analyze and solve business problems. - Demonstrated ability to synthesize, prioritize and drive results with a high sense of urgency - Strong sense of accountability and decisiveness in a strong work ethic cultureRoleData Analyst,Industry TypeKPO, Research, Analytics,Functional AreaAnalytics & Business Intelligence,Employment TypeFull Time, PermanentRole CategoryAnalytics & BIEducationUG :Any Graduate in Any SpecializationPG :Any Postgraduate in Any SpecializationDoctorate :Doctorate Not RequiredKey SkillsData SciencePredictive ModelingNLPData ScientistData ManagementMachine LearningPython"
